"activity" "subject" "measure" "averagevalue"
"WALKING_UPSTAIRS" 21 "tgravityaccstdy" -0.95304243212766
"WALKING_UPSTAIRS" 21 "tgravityaccstdz" -0.928514251276596
"LAYING" 22 "fbodyaccjerkmeanx" -0.985488503194444
"LAYING" 22 "fbodyaccjerkmeany" -0.977633025555556
"LAYING" 22 "fbodyaccjerkmeanz" -0.982332580416667
"LAYING" 22 "fbodyaccjerkstdx" -0.988338621666667
"LAYING" 22 "fbodyaccjerkstdy" -0.980838786944444
"LAYING" 22 "fbodyaccjerkstdz" -0.986877138611111
"LAYING" 22 "fbodyaccmagmean" -0.948131342361111
"LAYING" 22 "fbodyaccmagstd" -0.932945700302778
"LAYING" 22 "fbodyaccmeanx" -0.976652691666667
"LAYING" 22 "fbodyaccmeany" -0.95586457375
"LAYING" 22 "fbodyaccmeanz" -0.954624924722222
"LAYING" 22 "fbodyaccstdx" -0.973711831388889
"LAYING" 22 "fbodyaccstdy" -0.94183994875
"LAYING" 22 "fbodyaccstdz" -0.923629660138889
"LAYING" 22 "fbodybodyaccjerkmagmean" -0.981611256944444
"LAYING" 22 "fbodybodyaccjerkmagstd" -0.979473706944444
"LAYING" 22 "fbodybodygyrojerkmagmean" -0.98778691875
"LAYING" 22 "fbodybodygyrojerkmagstd" -0.986491479722222
"LAYING" 22 "fbodybodygyromagmean" -0.954701308611111
"LAYING" 22 "fbodybodygyromagstd" -0.932736814861111
"LAYING" 22 "fbodygyromeanx" -0.964394932777778
"LAYING" 22 "fbodygyromeany" -0.975323747222222
"LAYING" 22 "fbodygyromeanz" -0.957575290277778
"LAYING" 22 "fbodygyrostdx" -0.966481480694444
"LAYING" 22 "fbodygyrostdy" -0.964536262361111
"LAYING" 22 "fbodygyrostdz" -0.955318284722222
"LAYING" 22 "tbodyaccjerkmagmean" -0.985928409166667
"LAYING" 22 "tbodyaccjerkmagstd" -0.981101897222222
"LAYING" 22 "tbodyaccjerkmeanx" 0.07593627425
"LAYING" 22 "tbodyaccjerkmeany" 0.0159806172329167
"LAYING" 22 "tbodyaccjerkmeanz" 0.00260856583041667
"LAYING" 22 "tbodyaccjerkstdx" -0.986129505555556
"LAYING" 22 "tbodyaccjerkstdy" -0.978292986666667
"LAYING" 22 "tbodyaccjerkstdz" -0.985216746944444
"LAYING" 22 "tbodyaccmagmean" -0.952857732222222
"LAYING" 22 "tbodyaccmagstd" -0.931100903888889
"LAYING" 22 "tbodyaccmeanx" 0.276122315138889
"LAYING" 22 "tbodyaccmeany" -0.0163634934830556
"LAYING" 22 "tbodyaccmeanz" -0.114494138208333
"LAYING" 22 "tbodyaccstdx" -0.974395275833333
"LAYING" 22 "tbodyaccstdy" -0.944280626666667
"LAYING" 22 "tbodyaccstdz" -0.930606400416667
"LAYING" 22 "tbodygyrojerkmagmean" -0.990040359027778
"LAYING" 22 "tbodygyrojerkmagstd" -0.986918963333333
"LAYING" 22 "tbodygyrojerkmeanx" -0.0977174713138889
"LAYING" 22 "tbodygyrojerkmeany" -0.0406026132361111
"LAYING" 22 "tbodygyrojerkmeanz" -0.0581576837736111
"LAYING" 22 "tbodygyrojerkstdx" -0.98640378875
"LAYING" 22 "tbodygyrojerkstdy" -0.989063006388889
"LAYING" 22 "tbodygyrojerkstdz" -0.988419949027778
"LAYING" 22 "tbodygyromagmean" -0.921724885277778
"LAYING" 22 "tbodygyromagstd" -0.933787161944444
"LAYING" 22 "tbodygyromeanx" -0.0281432164419444
"LAYING" 22 "tbodygyromeany" -0.0654057795347222
"LAYING" 22 "tbodygyromeanz" 0.0817071703986111
"LAYING" 22 "tbodygyrostdx" -0.965512098472222
"LAYING" 22 "tbodygyrostdy" -0.967999722916667
"LAYING" 22 "tbodygyrostdz" -0.952591253888889
"LAYING" 22 "tgravityaccmagmean" -0.952857732222222
"LAYING" 22 "tgravityaccmagstd" -0.931100903888889
"LAYING" 22 "tgravityaccmeanx" 0.545457630555556
"LAYING" 22 "tgravityaccmeany" 0.296701420323611
"LAYING" 22 "tgravityaccmeanz" 0.2575663855
"LAYING" 22 "tgravityaccstdx" -0.955269369513889
"LAYING" 22 "tgravityaccstdy" -0.960522345277778
"LAYING" 22 "tgravityaccstdz" -0.932653392777778
"SITTING" 22 "fbodyaccjerkmeanx" -0.815814664193548
"SITTING" 22 "fbodyaccjerkmeany" -0.826244106129032
"SITTING" 22 "fbodyaccjerkmeanz" -0.831188694193548
"SITTING" 22 "fbodyaccjerkstdx" -0.798001136935484
"SITTING" 22 "fbodyaccjerkstdy" -0.824796125322581
"SITTING" 22 "fbodyaccjerkstdz" -0.850147477419355
"SITTING" 22 "fbodyaccmagmean" -0.752218732580645
"SITTING" 22 "fbodyaccmagstd" -0.745244474354839
"SITTING" 22 "fbodyaccmeanx" -0.768756082741936
"SITTING" 22 "fbodyaccmeany" -0.743800505806452
"SITTING" 22 "fbodyaccmeanz" -0.710001496935484
"SITTING" 22 "fbodyaccstdx" -0.746753818709677
"SITTING" 22 "fbodyaccstdy" -0.710846301774194
"SITTING" 22 "fbodyaccstdz" -0.618656508574194
"SITTING" 22 "fbodybodyaccjerkmagmean" -0.804151491451613
"SITTING" 22 "fbodybodyaccjerkmagstd" -0.816459942258065
"SITTING" 22 "fbodybodygyrojerkmagmean" -0.871779122741935
"SITTING" 22 "fbodybodygyrojerkmagstd" -0.877848767258064
"SITTING" 22 "fbodybodygyromagmean" -0.800687151290323
"SITTING" 22 "fbodybodygyromagstd" -0.74941733283871
"SITTING" 22 "fbodygyromeanx" -0.752962324193548
"SITTING" 22 "fbodygyromeany" -0.822667328387097
"SITTING" 22 "fbodygyromeanz" -0.761382716290323
"SITTING" 22 "fbodygyrostdx" -0.738085041532258
"SITTING" 22 "fbodygyrostdy" -0.817490454193548
"SITTING" 22 "fbodygyrostdz" -0.760539451258065
"SITTING" 22 "tbodyaccjerkmagmean" -0.801471924354839
"SITTING" 22 "tbodyaccjerkmagstd" -0.809236347419355
"SITTING" 22 "tbodyaccjerkmeanx" 0.0710646231564516
"SITTING" 22 "tbodyaccjerkmeany" -0.0124118392193548
"SITTING" 22 "tbodyaccjerkmeanz" -0.0131384834422581
"SITTING" 22 "tbodyaccjerkstdx" -0.798084177096774
"SITTING" 22 "tbodyaccjerkstdy" -0.819541778064516
"SITTING" 22 "tbodyaccjerkstdz" -0.84147333
"SITTING" 22 "tbodyaccmagmean" -0.681718207403226
"SITTING" 22 "tbodyaccmagstd" -0.718679203532258
"SITTING" 22 "tbodyaccmeanx" 0.268239339096774
"SITTING" 22 "tbodyaccmeany" -0.0110287122435484
"SITTING" 22 "tbodyaccmeanz" -0.113680093774194
"SITTING" 22 "tbodyaccstdx" -0.752496880322581
"SITTING" 22 "tbodyaccstdy" -0.709229817467742
"SITTING" 22 "tbodyaccstdz" -0.630349094364516
"SITTING" 22 "tbodygyrojerkmagmean" -0.873200925
"SITTING" 22 "tbodygyrojerkmagstd" -0.870416149032258
"SITTING" 22 "tbodygyrojerkmeanx" -0.0937126935887097
"SITTING" 22 "tbodygyrojerkmeany" -0.0467153905629032
"SITTING" 22 "tbodygyrojerkmeanz" -0.0493668045790323
"SITTING" 22 "tbodygyrojerkstdx" -0.851224743064516
"SITTING" 22 "tbodygyrojerkstdy" -0.872868542096774
"SITTING" 22 "tbodygyrojerkstdz" -0.883725420967742
"SITTING" 22 "tbodygyromagmean" -0.689542992596774
"SITTING" 22 "tbodygyromagstd" -0.741606263225806
"SITTING" 22 "tbodygyromeanx" -0.0752944935062903
"SITTING" 22 "tbodygyromeany" -0.0505314602112903
"SITTING" 22 "tbodygyromeanz" 0.137150275580645
"SITTING" 22 "tbodygyrostdx" -0.737611271612903
"SITTING" 22 "tbodygyrostdy" -0.818179934193548
"SITTING" 22 "tbodygyrostdz" -0.741593111290323
"SITTING" 22 "tgravityaccmagmean" -0.681718207403226
"SITTING" 22 "tgravityaccmagstd" -0.718679203532258
"SITTING" 22 "tgravityaccmeanx" 0.867665558387097
"SITTING" 22 "tgravityaccmeany" -0.103964470483871
"SITTING" 22 "tgravityaccmeanz" -0.103225500516129
"SITTING" 22 "tgravityaccstdx" -0.962920789354839
"SITTING" 22 "tgravityaccstdy" -0.938326553596774
"SITTING" 22 "tgravityaccstdz" -0.915296130806452
"STANDING" 22 "fbodyaccjerkmeanx" -0.232191883885714
"STANDING" 22 "fbodyaccjerkmeany" -0.419989157619048
"STANDING" 22 "fbodyaccjerkmeanz" -0.42146850015873
"STANDING" 22 "fbodyaccjerkstdx" -0.192063101688889
"STANDING" 22 "fbodyaccjerkstdy" -0.422639009031746
"STANDING" 22 "fbodyaccjerkstdz" -0.49399581068254
"STANDING" 22 "fbodyaccmagmean" -0.0537219034920635
"STANDING" 22 "fbodyaccmagstd" -0.177889071014286
"STANDING" 22 "fbodyaccmeanx" -0.148518063936508
"STANDING" 22 "fbodyaccmeany" -0.259735648190476
"STANDING" 22 "fbodyaccmeanz" -0.209995427444444
"STANDING" 22 "fbodyaccstdx" -0.096888587668254
"STANDING" 22 "fbodyaccstdy" -0.262600788698413
"STANDING" 22 "fbodyaccstdz" -0.082024853315873
"STANDING" 22 "fbodybodyaccjerkmagmean" -0.173708987460317
"STANDING" 22 "fbodybodyaccjerkmagstd" -0.153565298622222
"STANDING" 22 "fbodybodygyrojerkmagmean" -0.444400643619048
"STANDING" 22 "fbodybodygyrojerkmagstd" -0.492389791220635
"STANDING" 22 "fbodybodygyromagmean" -0.370562832349206
"STANDING" 22 "fbodybodygyromagstd" -0.420031108253968
"STANDING" 22 "fbodygyromeanx" -0.361726739047619
"STANDING" 22 "fbodygyromeany" -0.364263579984127
"STANDING" 22 "fbodygyromeanz" -0.364150909920635
"STANDING" 22 "fbodygyrostdx" -0.423230079190476
"STANDING" 22 "fbodygyrostdy" -0.453903582539683
"STANDING" 22 "fbodygyrostdz" -0.439656467539683
"STANDING" 22 "tbodyaccjerkmagmean" -0.303318647389365
"STANDING" 22 "tbodyaccjerkmagstd" -0.160929182650794
"STANDING" 22 "tbodyaccjerkmeanx" 0.0954730707380952
"STANDING" 22 "tbodyaccjerkmeany" -0.0187058786238095
"STANDING" 22 "tbodyaccjerkmeanz" -0.0240054639650794
"STANDING" 22 "tbodyaccjerkstdx" -0.175981295539683
"STANDING" 22 "tbodyaccjerkstdy" -0.401231774698413
"STANDING" 22 "tbodyaccjerkstdz" -0.458183942174603
"STANDING" 22 "tbodyaccmagmean" -0.0865499075857143
"STANDING" 22 "tbodyaccmagstd" -0.0362213177592063
"STANDING" 22 "tbodyaccmeanx" 0.259757447746032
"STANDING" 22 "tbodyaccmeany" -0.0231124573079365
"STANDING" 22 "tbodyaccmeanz" -0.12018870215873
"STANDING" 22 "tbodyaccstdx" -0.110355966990476
"STANDING" 22 "tbodyaccstdy" -0.228658135168254
"STANDING" 22 "tbodyaccstdz" -0.0774751243880952
"STANDING" 22 "tbodygyrojerkmagmean" -0.514063066825397
"STANDING" 22 "tbodygyrojerkmagstd" -0.447744526285714
"STANDING" 22 "tbodygyrojerkmeanx" -0.0764552783888889
"STANDING" 22 "tbodygyrojerkmeany" -0.0486172055968254
"STANDING" 22 "tbodygyrojerkmeanz" -0.0844335335746032
"STANDING" 22 "tbodygyrojerkstdx" -0.561515451904762
"STANDING" 22 "tbodygyrojerkstdy" -0.451839402139683
"STANDING" 22 "tbodygyrojerkstdz" -0.552310916714286
"STANDING" 22 "tbodygyromagmean" -0.219894961571429
"STANDING" 22 "tbodygyromagstd" -0.327729036539683
"STANDING" 22 "tbodygyromeanx" -0.0971908272126984
"STANDING" 22 "tbodygyromeany" -0.0317595513528571
"STANDING" 22 "tbodygyromeanz" 0.0983694240668254
"STANDING" 22 "tbodygyrostdx" -0.404229552571429
"STANDING" 22 "tbodygyrostdy" -0.41463244452381
"STANDING" 22 "tbodygyrostdz" -0.374975888444444
"STANDING" 22 "tgravityaccmagmean" -0.0865499075857143
"STANDING" 22 "tgravityaccmagstd" -0.0362213177592063
"STANDING" 22 "tgravityaccmeanx" 0.890687095079365
"STANDING" 22 "tgravityaccmeany" -0.19382005831746
"STANDING" 22 "tgravityaccmeanz" -0.267861144698413
"STANDING" 22 "tgravityaccstdx" -0.951036248412698
"STANDING" 22 "tgravityaccstdy" -0.942737187301587
"STANDING" 22 "tgravityaccstdz" -0.906356729365079
"WALKING" 22 "fbodyaccjerkmeanx" -0.725792328478261
"WALKING" 22 "fbodyaccjerkmeany" -0.577523537502174
"WALKING" 22 "fbodyaccjerkmeanz" -0.802194968478261
"WALKING" 22 "fbodyaccjerkstdx" -0.730348832608696
"WALKING" 22 "fbodyaccjerkstdy" -0.496112210695652
"WALKING" 22 "fbodyaccjerkstdz" -0.828772306304348
"WALKING" 22 "fbodyaccmagmean" -0.640603087782609
"WALKING" 22 "fbodyaccmagstd" -0.742431817391304
"WALKING" 22 "fbodyaccmeanx" -0.690940153478261
"WALKING" 22 "fbodyaccmeany" -0.48966087673913
"WALKING" 22 "fbodyaccmeanz" -0.751845805304348
"WALKING" 22 "fbodyaccstdx" -0.677849
"WALKING" 22 "fbodyaccstdy" -0.503342104347826
"WALKING" 22 "fbodyaccstdz" -0.749095627282609
"WALKING" 22 "fbodybodyaccjerkmagmean" -0.656667646978261
"WALKING" 22 "fbodybodyaccjerkmagstd" -0.709518524565217
"WALKING" 22 "fbodybodygyrojerkmagmean" -0.770196616956522
"WALKING" 22 "fbodybodygyrojerkmagstd" -0.811386139130435
"WALKING" 22 "fbodybodygyromagmean" -0.681292776304348
"WALKING" 22 "fbodybodygyromagstd" -0.704525835434783
"WALKING" 22 "fbodygyromeanx" -0.593916851973913
"WALKING" 22 "fbodygyromeany" -0.705857571304348
"WALKING" 22 "fbodygyromeanz" -0.723730035
"WALKING" 22 "fbodygyrostdx" -0.670997252804348
"WALKING" 22 "fbodygyrostdy" -0.652182157130435
"WALKING" 22 "fbodygyrostdz" -0.74194053826087
"WALKING" 22 "tbodyaccjerkmagmean" -0.66493083476087
"WALKING" 22 "tbodyaccjerkmagstd" -0.677943240217391
"WALKING" 22 "tbodyaccjerkmeanx" 0.0667068568043478
"WALKING" 22 "tbodyaccjerkmeany" 0.00555897756086957
"WALKING" 22 "tbodyaccjerkmeanz" 0.00545676100934783
"WALKING" 22 "tbodyaccjerkstdx" -0.71550391826087
"WALKING" 22 "tbodyaccjerkstdy" -0.523044123130435
"WALKING" 22 "tbodyaccjerkstdz" -0.816302022391304
"WALKING" 22 "tbodyaccmagmean" -0.61422766526087
"WALKING" 22 "tbodyaccmagstd" -0.671544449347826
"WALKING" 22 "tbodyaccmeanx" 0.273996835652174
"WALKING" 22 "tbodyaccmeany" -0.021739764673913
"WALKING" 22 "tbodyaccmeanz" -0.104975113673913
"WALKING" 22 "tbodyaccstdx" -0.68080372
"WALKING" 22 "tbodyaccstdy" -0.476967857608696
"WALKING" 22 "tbodyaccstdz" -0.736762601369565
"WALKING" 22 "tbodygyrojerkmagmean" -0.733343206304348
"WALKING" 22 "tbodygyrojerkmagstd" -0.780492116521739
"WALKING" 22 "tbodygyrojerkmeanx" -0.116348301282609
"WALKING" 22 "tbodygyrojerkmeany" -0.0353652837086957
"WALKING" 22 "tbodygyrojerkmeanz" -0.060194941
"WALKING" 22 "tbodygyrojerkstdx" -0.652936379456522
"WALKING" 22 "tbodygyrojerkstdy" -0.768910580217391
"WALKING" 22 "tbodygyrojerkstdz" -0.786028024782609
"WALKING" 22 "tbodygyromagmean" -0.594408296797826
"WALKING" 22 "tbodygyromagstd" -0.659756956956522
"WALKING" 22 "tbodygyromeanx" 0.0029556822176087
"WALKING" 22 "tbodygyromeany" -0.0981288209386957
"WALKING" 22 "tbodygyromeanz" 0.0892955592173913
"WALKING" 22 "tbodygyrostdx" -0.651497338586957
"WALKING" 22 "tbodygyrostdy" -0.669381002608696
"WALKING" 22 "tbodygyrostdz" -0.717800319565217
"WALKING" 22 "tgravityaccmagmean" -0.61422766526087
"WALKING" 22 "tgravityaccmagstd" -0.671544449347826
"WALKING" 22 "tgravityaccmeanx" 0.0585211832608696
"WALKING" 22 "tgravityaccmeany" 0.29341653
"WALKING" 22 "tgravityaccmeanz" 0.43085878823913
"WALKING" 22 "tgravityaccstdx" -0.967908932391304
"WALKING" 22 "tgravityaccstdy" -0.971533765434783
"WALKING" 22 "tgravityaccstdz" -0.970741640217391
"WALKING_DOWNSTAIRS" 22 "fbodyaccjerkmeanx" -0.135991909758333
"WALKING_DOWNSTAIRS" 22 "fbodyaccjerkmeany" 0.0494025604555556
"WALKING_DOWNSTAIRS" 22 "fbodyaccjerkmeanz" -0.20880136988
"WALKING_DOWNSTAIRS" 22 "fbodyaccjerkstdx" -0.150047615975
"WALKING_DOWNSTAIRS" 22 "fbodyaccjerkstdy" 0.156888807141667
"WALKING_DOWNSTAIRS" 22 "fbodyaccjerkstdz" -0.318851824944444
"WALKING_DOWNSTAIRS" 22 "fbodyaccmagmean" 0.0683495186444444
"WALKING_DOWNSTAIRS" 22 "fbodyaccmagstd" -0.222983921436111
"WALKING_DOWNSTAIRS" 22 "fbodyaccmeanx" -0.0938970310916667
"WALKING_DOWNSTAIRS" 22 "fbodyaccmeany" 0.21605356175
"WALKING_DOWNSTAIRS" 22 "fbodyaccmeanz" -0.0981474442008333
"WALKING_DOWNSTAIRS" 22 "fbodyaccstdx" -0.123406773888889
"WALKING_DOWNSTAIRS" 22 "fbodyaccstdy" 0.160498662333333
"WALKING_DOWNSTAIRS" 22 "fbodyaccstdz" -0.135701605133333
"WALKING_DOWNSTAIRS" 22 "fbodybodyaccjerkmagmean" 0.0719313952222222
"WALKING_DOWNSTAIRS" 22 "fbodybodyaccjerkmagstd" 0.0275713726777778
"WALKING_DOWNSTAIRS" 22 "fbodybodygyrojerkmagmean" -0.207792513954722
"WALKING_DOWNSTAIRS" 22 "fbodybodygyrojerkmagstd" -0.237051901333333
"WALKING_DOWNSTAIRS" 22 "fbodybodygyromagmean" -0.118599758466667
"WALKING_DOWNSTAIRS" 22 "fbodybodygyromagstd" -0.262778385861111
"WALKING_DOWNSTAIRS" 22 "fbodygyromeanx" -0.136372517055556
"WALKING_DOWNSTAIRS" 22 "fbodygyromeany" -0.0782453065555556
"WALKING_DOWNSTAIRS" 22 "fbodygyromeanz" -0.202789064286944
"WALKING_DOWNSTAIRS" 22 "fbodygyrostdx" -0.317651675222222
"WALKING_DOWNSTAIRS" 22 "fbodygyrostdy" -0.166861232402778
"WALKING_DOWNSTAIRS" 22 "fbodygyrostdz" -0.392290193055556
"WALKING_DOWNSTAIRS" 22 "tbodyaccjerkmagmean" -0.0518196364666667
"WALKING_DOWNSTAIRS" 22 "tbodyaccjerkmagstd" 0.0575956631361111
"WALKING_DOWNSTAIRS" 22 "tbodyaccjerkmeanx" 0.104784116277778
"WALKING_DOWNSTAIRS" 22 "tbodyaccjerkmeany" -0.00581476305555556
"WALKING_DOWNSTAIRS" 22 "tbodyaccjerkmeanz" -0.0163469698333333
"WALKING_DOWNSTAIRS" 22 "tbodyaccjerkstdx" -0.103194037470833
"WALKING_DOWNSTAIRS" 22 "tbodyaccjerkstdy" 0.137643283444444
"WALKING_DOWNSTAIRS" 22 "tbodyaccjerkstdz" -0.264521860583333
"WALKING_DOWNSTAIRS" 22 "tbodyaccmagmean" 0.0324566792722222
"WALKING_DOWNSTAIRS" 22 "tbodyaccmagstd" -0.0163742013055556
"WALKING_DOWNSTAIRS" 22 "tbodyaccmeanx" 0.285451545277778
"WALKING_DOWNSTAIRS" 22 "tbodyaccmeany" -0.0175666827247222
"WALKING_DOWNSTAIRS" 22 "tbodyaccmeanz" -0.113235741
"WALKING_DOWNSTAIRS" 22 "tbodyaccstdx" -0.113861645916667
"WALKING_DOWNSTAIRS" 22 "tbodyaccstdy" 0.231619175841667
"WALKING_DOWNSTAIRS" 22 "tbodyaccstdz" -0.0727130677888889
"WALKING_DOWNSTAIRS" 22 "tbodygyrojerkmagmean" -0.251331786
"WALKING_DOWNSTAIRS" 22 "tbodygyrojerkmagstd" -0.194033354752778
"WALKING_DOWNSTAIRS" 22 "tbodygyrojerkmeanx" -0.0898958551923889
"WALKING_DOWNSTAIRS" 22 "tbodygyrojerkmeany" -0.0229377245277778
"WALKING_DOWNSTAIRS" 22 "tbodygyrojerkmeanz" -0.0624278920138889
"WALKING_DOWNSTAIRS" 22 "tbodygyrojerkstdx" -0.166449634555556
"WALKING_DOWNSTAIRS" 22 "tbodygyrojerkstdy" -0.216055063086111
"WALKING_DOWNSTAIRS" 22 "tbodygyrojerkstdz" -0.331752875138889
"WALKING_DOWNSTAIRS" 22 "tbodygyromagmean" -0.0712376819722222
"WALKING_DOWNSTAIRS" 22 "tbodygyromagstd" -0.110113274836111
"WALKING_DOWNSTAIRS" 22 "tbodygyromeanx" -0.105262356653889
"WALKING_DOWNSTAIRS" 22 "tbodygyromeany" -0.0389838345805556
"WALKING_DOWNSTAIRS" 22 "tbodygyromeanz" 0.0762030750913889
"WALKING_DOWNSTAIRS" 22 "tbodygyrostdx" -0.271671929666667
"WALKING_DOWNSTAIRS" 22 "tbodygyrostdy" -0.126032654266667
"WALKING_DOWNSTAIRS" 22 "tbodygyrostdz" -0.293396748944444
"WALKING_DOWNSTAIRS" 22 "tgravityaccmagmean" 0.0324566792722222
"WALKING_DOWNSTAIRS" 22 "tgravityaccmagstd" -0.0163742013055556
"WALKING_DOWNSTAIRS" 22 "tgravityaccmeanx" 0.953809961944444
"WALKING_DOWNSTAIRS" 22 "tgravityaccmeany" -0.210520278333333
"WALKING_DOWNSTAIRS" 22 "tgravityaccmeanz" 0.01059040603675
"WALKING_DOWNSTAIRS" 22 "tgravityaccstdx" -0.964671928333333
"WALKING_DOWNSTAIRS" 22 "tgravityaccstdy" -0.952584136388889
"WALKING_DOWNSTAIRS" 22 "tgravityaccstdz" -0.934281369444444
"WALKING_UPSTAIRS" 22 "fbodyaccjerkmeanx" -0.103237666642857
"WALKING_UPSTAIRS" 22 "fbodyaccjerkmeany" 0.00678661720071429
"WALKING_UPSTAIRS" 22 "fbodyaccjerkmeanz" -0.188872417735714
"WALKING_UPSTAIRS" 22 "fbodyaccjerkstdx" -0.149501532666667
"WALKING_UPSTAIRS" 22 "fbodyaccjerkstdy" 0.0524392517071429
"WALKING_UPSTAIRS" 22 "fbodyaccjerkstdz" -0.338010722333333
"WALKING_UPSTAIRS" 22 "fbodyaccmagmean" 0.0189597471619048
"WALKING_UPSTAIRS" 22 "fbodyaccmagstd" -0.274629206928571
"WALKING_UPSTAIRS" 22 "fbodyaccmeanx" -0.0858376230952381
"WALKING_UPSTAIRS" 22 "fbodyaccmeany" 0.17682452122381
"WALKING_UPSTAIRS" 22 "fbodyaccmeanz" -0.0468524044452381
"WALKING_UPSTAIRS" 22 "fbodyaccstdx" -0.119877010816667
"WALKING_UPSTAIRS" 22 "fbodyaccstdy" 0.12463067802381
"WALKING_UPSTAIRS" 22 "fbodyaccstdz" -0.0386345427857143
"WALKING_UPSTAIRS" 22 "fbodybodyaccjerkmagmean" 0.0540913908304762
"WALKING_UPSTAIRS" 22 "fbodybodyaccjerkmagstd" -0.0540383811904762
"WALKING_UPSTAIRS" 22 "fbodybodygyrojerkmagmean" -0.214782846119048
"WALKING_UPSTAIRS" 22 "fbodybodygyrojerkmagstd" -0.27170430362619
"WALKING_UPSTAIRS" 22 "fbodybodygyromagmean" -0.0973902676873809
"WALKING_UPSTAIRS" 22 "fbodybodygyromagstd" -0.241954368845238
"WALKING_UPSTAIRS" 22 "fbodygyromeanx" -0.177321314404762
"WALKING_UPSTAIRS" 22 "fbodygyromeany" -0.0231302171190476
"WALKING_UPSTAIRS" 22 "fbodygyromeanz" -0.145400258302381
"WALKING_UPSTAIRS" 22 "fbodygyrostdx" -0.396195033333333
"WALKING_UPSTAIRS" 22 "fbodygyrostdy" -0.0960149788571429
"WALKING_UPSTAIRS" 22 "fbodygyrostdz" -0.331522564390476
"WALKING_UPSTAIRS" 22 "tbodyaccjerkmagmean" -0.0546435691428571
"WALKING_UPSTAIRS" 22 "tbodyaccjerkmagstd" 0.0142887428666667
"WALKING_UPSTAIRS" 22 "tbodyaccjerkmeanx" 0.0759979406428571
"WALKING_UPSTAIRS" 22 "tbodyaccjerkmeany" 0.0308920231357143
"WALKING_UPSTAIRS" 22 "tbodyaccjerkmeanz" -0.0193780118142857
"WALKING_UPSTAIRS" 22 "tbodyaccjerkstdx" -0.084339811
"WALKING_UPSTAIRS" 22 "tbodyaccjerkstdy" 0.0634847834833333
"WALKING_UPSTAIRS" 22 "tbodyaccjerkstdz" -0.263564178428571
"WALKING_UPSTAIRS" 22 "tbodyaccmagmean" 0.0591381673619048
"WALKING_UPSTAIRS" 22 "tbodyaccmagstd" -0.0722421993809524
"WALKING_UPSTAIRS" 22 "tbodyaccmeanx" 0.280968078095238
"WALKING_UPSTAIRS" 22 "tbodyaccmeany" -0.0234913442619048
"WALKING_UPSTAIRS" 22 "tbodyaccmeanz" -0.106169021371429
"WALKING_UPSTAIRS" 22 "tbodyaccstdx" -0.108702403971429
"WALKING_UPSTAIRS" 22 "tbodyaccstdy" 0.19290298837619
"WALKING_UPSTAIRS" 22 "tbodyaccstdz" 0.0138825368166667
"WALKING_UPSTAIRS" 22 "tbodygyrojerkmagmean" -0.259604564095238
"WALKING_UPSTAIRS" 22 "tbodygyrojerkmagstd" -0.212581888240476
"WALKING_UPSTAIRS" 22 "tbodygyrojerkmeanx" -0.104546000238095
"WALKING_UPSTAIRS" 22 "tbodygyrojerkmeany" -0.034266233645
"WALKING_UPSTAIRS" 22 "tbodygyrojerkmeanz" -0.06343856644
"WALKING_UPSTAIRS" 22 "tbodygyrojerkstdx" -0.208261835469048
"WALKING_UPSTAIRS" 22 "tbodygyrojerkstdy" -0.217133349858095
"WALKING_UPSTAIRS" 22 "tbodygyrojerkstdz" -0.33318716047619
"WALKING_UPSTAIRS" 22 "tbodygyromagmean" -0.0272571502690476
"WALKING_UPSTAIRS" 22 "tbodygyromagstd" -0.0858802317452381
"WALKING_UPSTAIRS" 22 "tbodygyromeanx" 0.0628103887142857
"WALKING_UPSTAIRS" 22 "tbodygyromeany" -0.146787694769048
"WALKING_UPSTAIRS" 22 "tbodygyromeanz" 0.0786384992071429
"WALKING_UPSTAIRS" 22 "tbodygyrostdx" -0.341922473433333
"WALKING_UPSTAIRS" 22 "tbodygyrostdy" -0.0607430930357143
"WALKING_UPSTAIRS" 22 "tbodygyrostdz" -0.227894959642857
"WALKING_UPSTAIRS" 22 "tgravityaccmagmean" 0.0591381673619048
"WALKING_UPSTAIRS" 22 "tgravityaccmagstd" -0.0722421993809524
"WALKING_UPSTAIRS" 22 "tgravityaccmeanx" 0.943167179047619
"WALKING_UPSTAIRS" 22 "tgravityaccmeany" -0.221671729761905
"WALKING_UPSTAIRS" 22 "tgravityaccmeanz" -0.000365616750452381
"WALKING_UPSTAIRS" 22 "tgravityaccstdx" -0.953815160238095
"WALKING_UPSTAIRS" 22 "tgravityaccstdy" -0.950330772619048
"WALKING_UPSTAIRS" 22 "tgravityaccstdz" -0.904424199285714
"LAYING" 23 "fbodyaccjerkmeanx" -0.494215655197222
"LAYING" 23 "fbodyaccjerkmeany" -0.449096100448611
"LAYING" 23 "fbodyaccjerkmeanz" -0.657160384833333
"LAYING" 23 "fbodyaccjerkstdx" -0.479729505611111
"LAYING" 23 "fbodyaccjerkstdy" -0.387808806152778
"LAYING" 23 "fbodyaccjerkstdz" -0.702904972194444
"LAYING" 23 "fbodyaccmagmean" -0.373856196509722
"LAYING" 23 "fbodyaccmagstd" -0.496781807593056
"LAYING" 23 "fbodyaccmeanx" -0.416164923972222
"LAYING" 23 "fbodyaccmeany" -0.297006142847222
"LAYING" 23 "fbodyaccmeanz" -0.548468731708333
